x1,x2,x3,x4,x5,y
1.7502378118920592,1.9047203826191212,-0.6792963889375395,1.4226137007706399,1.809439791889268,pos
-1.70434542112849,-1.6632949869910545,0.2543722655014436,1.5457367601726428,1.090286370056162,neg
-0.3445190335742815,-0.33151738237293427,-0.19465307758785594,0.689081326539057,1.0334430706821636,neg
1.114263155308535,1.046979608410758,0.1875749380425355,-1.252829571566541,0.7702579261608149,pos
0.7463852108261776,0.7168477659911378,0.017615633851649333,0.15585771231661263,-1.7911168864437261,pos
-0.6835341866475411,-0.6660772589314402,0.7921623505029022,-1.0264577783792042,-0.5052090113180814,neg
0.5014269577652806,0.5597717770557629,0.21607436644208775,0.540756446741885,-0.2645052626883249,pos
-0.30082351954466574,-0.3148942672269798,0.22482721908460515,-1.0219210010573054,0.21825665033488387,pos
2.4386616907335283,2.41151464116641,-1.4042159158721355,1.2482556353059366,0.6698155583955508,pos
1.0461631235845659,0.9970849914081316,-0.20883884718064213,-0.9762789388749459,-0.03930878377024444,pos
0.20229696074522466,0.21092454565782306,-0.9813397931748412,-1.9328534604480125,1.7682012439302839,pos
-1.4206250843079582,-1.433468863742595,0.3462992064512973,-0.8266967843286105,0.48995229255301526,neg
-0.7917069808830313,-0.8257273950905689,0.80475989232375,0.12669054160897877,-0.32720286799600645,neg
-1.1793217395944688,-1.1171673484256202,-0.1571240988596498,-1.2481328804857819,-0.9638544469927743,neg
0.656870378945129,0.743446817700268,-0.2841652529840683,-0.19174377194822054,-0.3042132152801005,pos
-1.9275201782758835,-1.9566923761491366,-1.665974479797397,-1.4612234205976886,-0.5497509190856469,neg
-0.5678961472359384,-0.6190381089083333,-0.8996905056987676,-0.5576458803815636,-0.16726684579638146,neg
0.06714039405080545,0.04209125584992818,-0.6111850328210491,1.0359320479031133,0.2737785761621378,neg
-0.5473027500677088,-0.5840062708431577,0.7930653648460567,-0.8237162011386174,1.0842051889534665,neg
-0.413204861988427,-0.3634968511468265,0.4291289348500447,1.6476477990779486,-1.3993407386651748,neg
2.129046826350194,2.1277935591646306,-0.12439293157556611,-0.7369630421386183,1.1517174572065005,pos
-0.7134140211164689,-0.6631853593307351,2.135051551686595,-1.338386580873822,-1.06634357956487,neg
0.1362583599674071,0.18708511466918806,1.1238736318986953,-0.9326266058516512,1.6282735344899157,pos
1.299958044704705,1.3131053250486415,-0.7929176623938509,-0.49229821358544773,-0.562665410045166,pos
0.013756381655870138,-0.08147573659327005,1.122662348005749,-0.5022059362186708,-0.5763542930314915,pos
-0.190744732285934,-0.1706727543332776,1.1101075006589438,-1.0313632845735208,0.8260127046284385,neg
-0.6110551811694309,-0.621687625272097,-0.08192069662768715,-0.40455491823312706,0.9409288560718926,neg
0.43461444454907483,0.3989288741403262,1.568160725021729,-0.8488690254301053,0.22204589708598169,pos
0.28562336676588207,0.22347835335458416,0.5414860700942131,1.4999227063085863,-0.08780457356316825,neg
0.8225049305446002,0.8950616799610936,-0.6928327536906255,0.4796026895194573,-0.373261834425819,pos
